,Unnamed: 0,Season,#Team ID,#Team Abbr.,#Team City,#Team Name,#Rank,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
24,24,2016-2017-Regular,69,CAR,Carolina,Panthers,25,16,563,306,54.4,35.2,3977,3680,7.1,6.1,230.0,21,3.7,19,3.4,88,49,9,36,297,75.2,453,28.3,1816,4.0,113.5,16,47,100,22.1,9,1,5,306,3980,13.0,248.8,21,88,194,49,9,0,695,1024,329,48,339,107,17,1,196,11.5,37,66,350,506,3,1,12,9,17,3,12,0,15,2,34,845,24.8,59,0,19,4,0,0,28,225,8.0,19,0,0,0,24,0,0,30,37,81.1,0,0,0.0,4,4,100.0,9,11,81.8,14,17,82.4,3,5,60.0,54,2,31,34,91.2,121,0.0,84,5433,0,64.7,63,21,388,18.5,0,0,0,74,3386,2951,76,45.8,39.9,0,0,14,28,37.8,8,10.8,13,38,435,11.4,327,194,100,33,84,223,37.7,11,17,64.7,94,824,1051,5539,5.3,39,6,10,0,0,0,37.5,369,402,-33
25,25,2016-2017-Regular,51,NYJ,New York,Jets,26,16,550,311,56.6,34.4,3681,3545,6.7,6.1,221.6,16,2.9,25,4.6,69,48,10,35,136,67.8,418,26.1,1832,4.4,114.5,11,65,97,23.2,10,1,8,312,3678,11.8,229.9,15,69,165,48,10,0,644,969,325,26,176,103,8,0,141,17.6,51,50,375,439,0,0,26,9,12,14,3,-47,17,1,42,974,23.2,65,0,25,3,0,0,23,147,6.4,27,0,1,0,28,0,3,27,31,87.1,0,0,0.0,12,13,92.3,10,11,90.9,3,3,100.0,2,4,50.0,51,0,24,26,92.3,105,0.0,68,4342,0,63.8,39,29,665,22.9,0,0,0,69,3031,2643,59,43.9,38.3,1,0,8,25,36.2,4,5.8,22,34,388,11.4,295,165,97,33,75,212,35.4,8,19,42.1,88,807,1004,5286,5.3,28,5,11,0,0,0,31.25,269,415,-146
26,26,2016-2017-Regular,75,SD,San Diego,Chargers,27,16,580,349,60.2,36.2,4386,4177,7.6,6.8,261.1,33,5.7,21,3.6,59,58,16,36,209,87.6,398,24.9,1004,2.5,62.8,10,48,91,22.9,6,3,6,349,4390,12.6,274.4,33,59,214,58,16,0,754,973,219,35,289,112,18,3,157,8.7,31,83,359,408,0,0,20,13,15,5,10,-16,15,2,25,495,19.8,30,0,14,0,0,0,31,220,7.1,21,0,2,0,12,0,1,26,32,81.2,0,0,0.0,7,7,100.0,13,14,92.9,6,8,75.0,0,3,0.0,47,2,42,46,91.3,120,0.0,87,5613,0,64.5,66,21,525,25.0,0,0,0,53,2512,2199,66,47.4,41.5,0,0,5,13,24.5,5,9.4,10,31,313,10.1,342,214,91,37,85,200,42.5,6,12,50.0,102,760,1014,5193,5.1,45,5,11,0,0,1,31.25,408,423,-15
27,27,2016-2017-Regular,77,LA,Los Angeles,Rams,28,16,536,312,58.2,33.5,3333,2960,6.2,5.1,185.0,14,2.6,20,3.7,66,44,9,49,373,69.7,378,23.6,1281,3.4,80.1,9,45,68,18.0,6,1,8,312,3366,10.8,210.4,14,66,154,44,9,0,733,960,227,31,272,111,10,0,71,7.1,29,75,371,424,1,0,24,8,12,13,9,-5,22,1,45,1115,24.8,61,0,31,6,0,0,47,422,9.0,47,0,7,1,19,0,0,19,22,86.4,0,0,0.0,5,5,100.0,9,9,100.0,3,4,75.0,2,4,50.0,54,0,23,23,100.0,80,0.0,56,3612,0,64.5,36,20,408,20.4,0,0,0,87,4209,4040,78,48.4,46.4,0,0,11,47,54.0,1,1.2,40,32,169,5.3,251,154,69,28,68,215,31.6,9,22,40.9,121,1051,963,4304,4.5,24,4,12,0,0,0,25.0,224,394,-170
28,28,2016-2017-Regular,60,CHI,Chicago,Bears,29,16,559,347,62.1,34.9,4143,3948,7.4,6.7,246.8,19,3.4,19,3.4,64,49,4,28,195,81.9,380,23.8,1722,4.5,107.6,10,69,95,25.0,11,2,10,347,4143,11.9,258.9,19,64,212,49,4,0,762,976,214,38,125,84,8,1,49,6.1,25,68,340,344,1,1,24,11,12,12,3,12,15,1,41,899,21.9,64,0,23,2,0,0,25,230,9.2,65,1,3,1,27,0,1,18,23,78.3,0,0,0.0,7,8,87.5,7,8,87.5,3,4,75.0,1,3,33.3,54,0,31,32,96.9,85,0.0,62,3983,0,64.2,26,36,782,21.7,0,0,0,63,2745,2415,55,43.6,38.3,0,0,5,23,36.5,5,7.9,31,21,330,15.7,330,212,96,22,70,185,37.8,4,14,28.6,107,947,967,5718,5.9,30,3,13,0,0,0,18.75,273,399,-126
29,29,2016-2017-Regular,66,JAX,Jacksonville,Jaguars,30,16,626,369,59.0,39.1,3928,3721,6.3,5.6,232.6,24,3.8,16,2.6,51,44,4,34,207,79.5,387,24.2,1560,4.0,97.5,8,57,72,18.6,4,2,10,369,3928,10.6,245.5,24,51,208,44,4,0,737,919,182,33,186,100,8,1,74,9.2,35,53,359,386,1,0,26,15,9,7,5,2,12,0,35,790,22.6,45,1,22,2,0,0,37,229,6.2,42,0,1,1,24,0,2,27,34,79.4,0,0,0.0,7,7,100.0,3,4,75.0,10,11,90.9,7,12,58.3,56,0,29,32,90.6,110,0.0,72,4618,0,64.1,60,12,283,23.6,0,0,0,70,3321,2879,78,47.4,41.1,0,0,12,24,34.3,8,11.4,19,29,442,15.2,329,208,75,46,78,222,35.1,7,16,43.8,117,1089,1049,5284,5.0,32,3,13,0,0,0,18.75,312,398,-86
30,30,2016-2017-Regular,78,SF,San Francisco,49ers,31,16,492,287,58.3,30.8,3200,2947,6.5,5.5,184.2,21,4.3,10,2.0,75,36,6,47,253,83.6,457,28.6,2016,4.4,126.0,15,47,116,25.4,9,2,9,287,3200,11.2,200.0,21,75,152,36,6,0,818,1095,277,33,181,86,10,0,96,9.6,39,71,344,354,2,0,31,15,16,13,9,-51,22,0,38,749,19.7,41,0,18,1,0,0,22,198,9.0,26,0,4,0,36,0,0,18,21,85.7,0,0,0.0,4,4,100.0,6,6,100.0,7,9,77.8,1,2,50.0,53,0,33,34,97.1,87,0.0,62,3891,0,62.8,24,38,911,24.0,0,0,0,95,4208,3829,65,44.3,40.3,0,0,10,23,24.2,4,4.2,41,36,379,10.5,290,152,117,21,77,222,34.7,11,19,57.9,93,790,996,4963,5.0,36,2,14,0,0,1,12.5,307,480,-173
31,31,2016-2017-Regular,58,CLE,Cleveland,Browns,32,16,568,338,59.5,35.5,3693,3214,6.5,5.1,200.9,15,2.6,14,2.5,58,44,9,66,479,77.3,344,21.5,1673,4.9,104.6,13,85,83,24.1,9,3,12,338,3471,10.3,216.9,15,58,181,44,9,0,716,1052,336,26,177,68,10,1,119,11.9,67,67,311,348,1,0,28,13,6,12,2,-17,14,0,34,640,18.8,36,0,12,0,0,0,29,282,9.7,53,0,1,1,13,0,0,21,27,77.8,0,0,0.0,6,6,100.0,7,7,100.0,7,12,58.3,1,2,50.0,51,1,23,25,92.0,86,0.0,61,3937,0,64.5,38,23,500,21.7,0,0,0,79,3558,3091,65,45.0,39.1,0,0,9,20,25.3,2,2.5,23,43,467,10.9,298,181,83,34,77,211,36.5,13,18,72.2,86,696,978,4756,4.9,28,1,15,0,0,2,6.25,264,448,-184
0,0,2016-2017-Playoff,50,NE,New England,Patriots,1,3,141,91,64.5,47.0,1076,1034,7.6,6.9,344.7,5,3.6,3,2.1,48,15,3,9,42,90.6,78,26.0,246,3.2,82.0,4,18,20,25.6,0,0,2,91,1076,11.8,358.7,5,48,54,15,3,0,110,185,75,8,61,14,4,0,95,23.8,37,14,57,89,0,0,3,2,2,1,2,0,3,0,5,167,33.4,98,1,2,1,0,0,8,74,9.2,26,0,1,0,7,0,0,7,7,100.0,1,1,100.0,1,1,100.0,2,2,100.0,3,3,100.0,0,0,0.0,47,0,7,9,77.8,28,0.0,19,1164,0,61.3,9,10,156,15.6,0,0,0,11,470,425,58,42.7,38.6,0,0,2,6,54.6,0,0.0,5,4,45,11.2,80,54,20,6,23,45,51.1,1,1,100.0,10,78,228,1280,5.6,9,3,0,0,0,0,100.0,86,61,31
1,1,2016-2017-Playoff,59,PIT,Pittsburgh,Steelers,2,3,96,64,66.7,32.0,737,722,7.7,7.4,240.7,3,3.1,4,4.2,62,8,3,2,15,82.7,89,29.7,404,4.5,134.7,3,38,22,24.7,3,0,0,64,737,11.5,245.7,3,62,36,8,3,0,127,193,66,8,57,21,2,0,11,5.5,10,5,61,85,0,0,1,1,3,0,3,0,3,0,9,161,17.9,31,0,4,0,0,0,4,28,7.0,10,0,0,0,2,0,0,8,8,100.0,0,0,0.0,2,2,100.0,3,3,100.0,3,3,100.0,0,0,0.0,45,0,3,5,60.0,27,0.0,16,990,0,61.9,6,10,232,23.2,0,0,0,4,160,151,47,40.0,37.8,0,0,0,2,50.0,1,25.0,2,1,9,9.0,59,36,22,1,21,40,52.5,0,1,0.0,12,132,187,1126,6.0,6,2,1,0,0,0,66.667,65,52,7
2,2,2016-2017-Playoff,62,GB,Green Bay,Packers,3,3,129,80,62.0,43.0,1005,926,7.8,6.7,308.7,9,7.0,2,1.6,55,17,1,10,79,103.0,59,19.7,261,4.4,87.0,3,28,17,28.8,2,0,1,80,1005,12.6,335.0,9,55,53,17,1,0,136,169,33,4,22,10,2,0,96,48.0,78,22,65,109,0,0,1,1,1,0,1,11,1,0,6,135,22.5,33,0,4,0,0,0,5,56,11.2,23,0,1,0,6,0,0,3,4,75.0,0,0,0.0,0,0,0.0,1,1,100.0,0,1,0.0,2,2,100.0,56,0,10,10,100.0,19,0.0,14,901,0,64.4,8,6,126,21.0,0,0,0,11,523,497,66,47.6,45.2,0,0,2,3,27.3,1,9.1,3,5,26,5.2,74,53,17,4,15,37,40.5,3,4,75.0,11,105,198,1187,6.0,12,2,1,0,0,0,66.667,93,88,5
3,3,2016-2017-Playoff,68,ATL,Atlanta,Falcons,4,3,98,70,71.4,32.7,1014,955,10.4,9.0,318.3,9,9.2,0,0.0,73,13,2,8,59,135.3,77,25.7,302,3.9,100.7,4,37,16,20.8,1,0,2,70,1014,14.5,338.0,9,73,54,13,2,0,145,189,44,10,60,22,4,1,73,18.2,45,15,75,123,0,1,4,1,2,3,2,-4,5,0,6,83,13.8,23,0,1,0,0,0,3,25,8.3,14,0,0,0,3,0,0,3,3,100.0,0,0,0.0,1,1,100.0,2,2,100.0,0,0,0.0,0,0,0.0,35,0,13,14,92.9,22,0.0,21,1362,0,64.9,14,7,238,34.0,0,0,0,11,492,373,60,44.7,33.9,0,0,1,6,54.6,1,9.1,4,5,119,23.8,75,54,16,5,17,33,51.5,0,0,0.0,15,106,183,1257,6.9,13,2,1,0,0,1,66.667,108,75,33
4,4,2016-2017-Playoff,64,HOU,Houston,Texans,5,2,65,37,56.9,32.5,366,349,5.6,5.1,174.5,2,3.1,3,4.6,38,1,0,3,17,64.0,66,33.0,209,3.2,104.5,2,19,10,15.2,0,0,1,37,366,9.9,183.0,2,38,17,1,0,0,80,117,37,5,30,12,5,0,42,8.4,20,20,62,58,0,0,2,0,2,2,1,-2,3,0,6,98,16.3,22,0,1,0,0,0,4,57,14.2,18,0,0,0,3,0,0,5,5,100.0,0,0,0.0,1,1,100.0,2,2,100.0,1,1,100.0,1,1,100.0,50,0,4,4,100.0,19,0.0,10,642,0,64.2,5,5,172,34.4,0,0,0,17,755,650,63,44.4,38.2,0,0,0,7,41.2,2,11.8,5,10,105,10.5,32,17,10,5,6,30,20.0,0,0,0.0,12,140,134,558,4.2,4,1,1,0,0,0,50.0,43,48,-5
5,5,2016-2017-Playoff,79,SEA,Seattle,Seahawks,6,2,60,40,66.7,30.0,449,418,7.5,6.3,209.0,4,6.7,2,3.3,42,5,2,6,31,97.2,59,29.5,278,4.7,139.0,1,32,16,27.1,2,0,0,40,449,11.2,224.5,4,42,22,5,2,0,76,116,40,6,38,13,0,0,0,0.0,0,5,43,52,0,0,0,0,1,0,0,0,0,0,6,223,37.2,78,0,5,2,0,0,2,85,42.5,80,0,1,1,3,0,0,4,4,100.0,0,0,0.0,2,2,100.0,1,1,100.0,1,1,100.0,0,0,0.0,43,0,4,5,80.0,16,0.0,11,703,0,63.9,6,5,94,18.8,0,0,0,5,232,222,60,46.4,44.4,0,0,2,3,60.0,0,0.0,1,1,10,10.0,41,22,16,3,14,27,51.8,2,2,100.0,13,80,125,696,5.6,5,1,1,0,0,0,50.0,46,42,4
6,6,2016-2017-Playoff,49,MIA,Miami,Dolphins,7,1,36,29,80.6,36.0,289,248,8.0,6.0,248.0,1,2.8,1,2.8,37,3,0,5,41,97.8,21,21.0,52,2.5,52.0,0,15,1,4.8,0,0,0,29,289,10.0,289.0,1,37,16,3,0,0,41,67,26,1,9,5,2,0,27,13.5,16,3,13,19,0,0,3,2,0,1,0,0,1,0,4,117,29.2,58,0,2,1,0,0,1,9,9.0,9,0,0,0,0,0,0,2,2,100.0,0,0,0.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,47,0,0,0,0.0,6,0.0,3,194,0,64.7,0,3,49,16.3,0,0,0,2,102,93,61,51.0,46.5,0,0,0,0,0.0,1,50.0,0,1,9,9.0,18,16,1,1,6,14,42.9,2,4,50.0,6,64,62,300,4.8,1,0,1,0,0,0,0.0,12,30,-18
7,7,2016-2017-Playoff,73,KC,Kansas City,Chiefs,8,1,34,20,58.8,34.0,172,166,5.1,4.7,166.0,1,2.9,1,2.9,24,3,0,1,6,69.7,14,14.0,61,4.4,61.0,1,11,4,28.6,0,0,0,20,172,8.6,172.0,1,24,9,3,0,0,43,73,30,1,6,6,1,0,0,0.0,0,5,20,14,0,0,1,1,0,0,0,0,0,0,5,97,19.4,25,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,48,0,1,1,100.0,4,0.0,4,245,0,61.2,1,3,50,16.7,0,0,0,3,135,126,54,45.0,42.0,0,0,0,0,0.0,0,0.0,1,2,9,4.5,15,9,4,2,2,9,22.2,2,2,100.0,6,60,49,227,4.6,2,0,1,0,0,0,0.0,16,18,-2
8,8,2016-2017-Playoff,74,OAK,Oakland,Raiders,9,1,45,18,40.0,45.0,161,139,3.6,2.9,139.0,1,2.2,3,6.7,20,1,0,3,22,30.0,21,21.0,64,3.0,64.0,1,18,3,14.3,0,0,0,18,161,8.9,161.0,1,20,11,1,0,0,56,73,17,0,0,6,0,0,0,0.0,0,5,23,17,0,0,0,0,0,0,0,0,0,0,2,38,19.0,20,0,1,0,0,0,6,70,11.7,37,0,1,0,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,2,100.0,2,0.0,3,172,0,57.3,0,3,46,15.3,0,0,0,8,386,363,62,48.2,45.4,0,0,2,2,25.0,1,12.5,1,2,23,11.5,16,11,3,2,2,16,12.5,1,2,50.0,8,63,69,203,2.9,2,0,1,0,0,0,0.0,14,27,-13
9,9,2016-2017-Playoff,52,DAL,Dallas,Cowboys,10,1,38,24,63.2,38.0,302,291,8.0,7.3,291.0,3,7.9,1,2.6,40,3,1,2,11,103.2,23,23.0,130,5.6,130.0,0,22,6,26.1,1,0,0,24,302,12.6,302.0,3,40,16,3,1,0,39,49,10,3,29,7,1,0,27,27.0,27,4,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,8,8.0,8,0,0,0,1,0,0,3,3,100.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,2,2,100.0,52,0,2,2,100.0,11,0.0,6,382,0,63.7,5,1,12,12.0,0,0,0,2,95,95,53,47.5,47.5,0,0,0,2,100.0,0,0.0,2,0,0,0.0,24,16,6,2,6,11,54.6,0,0,0.0,5,45,63,421,6.7,3,0,1,0,0,0,0.0,31,34,-3
10,10,2016-2017-Playoff,53,NYG,New York,Giants,11,1,44,23,52.3,44.0,299,288,6.8,6.3,288.0,1,2.3,1,2.3,51,3,2,2,11,72.1,17,17.0,70,4.1,70.0,0,14,3,17.6,0,0,0,23,299,13.0,299.0,1,51,12,3,2,0,55,69,14,5,31,7,0,0,0,0.0,0,6,27,34,0,0,1,1,0,0,0,0,0,0,5,103,20.6,31,0,4,0,0,0,3,4,1.3,3,0,0,0,1,0,0,2,2,100.0,0,0,0.0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,40,0,1,1,100.0,7,0.0,4,235,0,58.8,0,4,108,27.0,0,0,0,7,277,221,55,39.6,31.6,0,0,0,3,42.9,0,0.0,2,5,56,11.2,15,12,3,0,5,16,31.2,1,1,100.0,3,42,63,358,5.7,1,0,1,0,0,0,0.0,13,38,-25
11,11,2016-2017-Playoff,61,DET,Detroit,Lions,12,1,32,18,56.2,32.0,205,182,6.4,5.2,182.0,0,0.0,0,0.0,30,3,0,3,23,75.6,15,15.0,49,3.3,49.0,0,17,2,13.3,0,0,0,18,205,11.4,205.0,0,30,10,3,0,0,37,81,44,3,14,6,0,0,0,0.0,0,1,20,24,0,0,1,0,0,1,0,0,1,0,4,76,19.0,22,0,2,0,0,0,0,0,0.0,0,0,0,0,1,0,0,2,2,100.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,100.0,53,0,0,0,0.0,6,0.0,3,198,0,66.0,2,1,20,20.0,0,0,0,5,232,227,55,46.4,45.4,0,0,1,2,40.0,0,0.0,3,1,5,5.0,14,10,2,2,2,11,18.2,0,2,0.0,7,68,50,231,4.6,0,0,1,0,0,0,0.0,6,26,-20
0,0,2017-2018-Regular,50,NE,New England,Patriots,1,16,587,389,66.3,36.7,4622,4319,7.9,6.9,269.9,32,5.4,8,1.4,64,62,10,35,303,102.6,449,28.1,1897,4.2,118.6,16,44,107,23.8,9,1,5,389,4622,11.9,288.9,32,64,233,62,10,0,760,987,227,42,299,81,12,0,114,9.5,39,66,338,409,1,1,13,4,8,7,6,-44,13,0,28,622,22.2,103,1,13,2,0,0,32,300,9.4,40,0,4,1,21,0,0,37,40,92.5,0,0,0.0,16,16,100.0,9,9,100.0,8,11,72.7,4,4,100.0,62,0,45,47,95.7,156,0.0,97,6154,0,63.4,39,58,1095,18.9,0,0,0,55,2384,2271,60,43.4,41.3,0,0,13,19,34.6,3,5.4,15,20,113,5.6,386,233,107,46,82,205,40.0,8,13,61.5,87,761,1072,6228,5.8,48,13,3,0,0,0,0.812,450,296,154
1,1,2017-2018-Regular,59,PIT,Pittsburgh,Steelers,2,16,590,384,65.1,36.9,4539,4382,7.7,7.1,273.9,29,4.9,15,2.5,97,56,16,24,157,94.2,438,27.4,1663,3.8,103.9,12,29,98,22.4,6,0,7,384,4539,11.8,283.7,29,97,220,57,16,0,680,912,232,56,396,126,16,0,184,11.5,41,76,341,645,1,0,17,6,11,7,6,-29,13,1,32,704,22.0,96,1,15,2,0,0,29,271,9.3,35,0,3,0,20,0,1,35,38,92.1,0,0,0.0,10,10,100.0,12,14,85.7,9,10,90.0,4,4,100.0,53,1,37,39,94.9,142,0.0,89,5656,0,63.6,46,43,908,21.1,0,0,0,55,2410,2182,62,43.8,39.7,0,0,6,24,43.6,2,3.6,24,21,228,10.9,347,220,98,29,94,211,44.6,3,8,37.5,96,872,1054,6079,5.8,42,13,3,0,0,1,0.812,398,308,90
2,2,2017-2018-Regular,54,PHI,Philadelphia,Eagles,3,16,563,340,60.4,35.2,3961,3687,7.0,6.2,230.4,38,6.8,9,1.6,72,43,9,36,274,97.6,472,29.5,2097,4.4,131.1,10,71,110,23.3,16,3,10,340,3956,11.6,247.2,38,72,192,43,9,0,673,900,227,38,361,112,19,1,243,12.8,61,88,380,554,4,0,23,9,12,14,10,35,24,5,18,356,19.8,35,0,9,0,0,0,26,274,10.5,76,0,2,1,20,0,0,29,34,85.3,0,0,0.0,5,5,100.0,5,8,62.5,13,14,92.9,6,7,85.7,61,0,40,44,90.9,127,0.0,92,5798,0,63.0,45,47,1015,21.6,0,0,0,59,2670,2503,62,45.2,42.4,1,0,15,16,27.1,5,8.5,14,22,167,7.6,335,192,110,33,96,230,41.7,17,26,65.4,114,944,1068,5783,5.4,53,13,3,0,0,0,0.812,457,295,162
3,3,2017-2018-Regular,63,MIN,Minnesota,Vikings,4,16,527,357,67.7,32.9,3934,3746,7.5,6.8,234.1,25,4.7,8,1.5,65,53,9,27,188,99.1,501,31.3,1957,3.9,122.3,15,58,100,20.0,13,2,5,356,3932,11.0,245.8,25,65,198,53,9,0,623,916,293,37,251,92,14,1,169,12.1,36,70,365,446,0,0,14,7,8,2,4,-65,6,0,25,639,25.6,39,0,20,0,0,0,39,391,10.0,46,0,3,1,26,0,1,32,38,84.2,0,0,0.0,8,8,100.0,12,14,85.7,6,7,85.7,6,9,66.7,53,2,34,39,87.2,130,0.0,89,5638,0,63.4,44,45,1021,22.7,0,0,0,64,2720,2480,56,42.5,38.8,0,0,7,26,40.6,0,0.0,33,23,240,10.4,336,198,100,38,95,217,43.8,1,7,14.3,97,929,1032,5697,5.5,40,13,3,0,0,0,0.812,380,252,128
4,4,2017-2018-Regular,69,CAR,Carolina,Panthers,5,16,501,293,58.5,31.3,3324,3082,6.6,5.8,192.6,22,4.4,16,3.2,64,46,5,35,242,79.8,491,30.7,2085,4.2,130.3,15,69,121,24.6,5,5,11,293,3324,11.3,207.8,22,64,167,46,5,0,610,936,326,50,388,117,10,0,78,7.8,40,49,348,514,1,0,18,6,15,12,11,-116,23,1,33,758,23.0,103,1,17,1,0,0,38,379,10.0,60,1,4,1,17,0,0,29,30,96.7,0,0,0.0,8,8,100.0,11,11,100.0,10,10,100.0,0,1,0.0,48,1,34,37,91.9,121,0.0,82,5298,0,64.6,70,12,254,21.2,0,0,0,65,3014,2723,63,46.4,41.9,0,0,10,23,35.4,4,6.2,21,27,291,10.8,317,167,122,28,93,222,41.9,5,12,41.7,80,671,1027,5167,5.0,38,11,5,0,0,0,0.688,351,327,24
5,5,2017-2018-Regular,70,NO,New Orleans,Saints,6,16,536,386,72.0,33.5,4358,4213,8.1,7.6,263.3,23,4.3,8,1.5,54,72,11,20,145,104.1,444,27.8,2067,4.7,129.2,23,74,112,25.2,12,5,7,387,4358,11.3,272.4,23,54,203,72,11,0,684,939,255,42,295,104,21,2,205,9.8,40,98,357,545,0,1,19,10,17,9,5,-36,14,2,36,833,23.1,106,1,19,2,0,0,32,291,9.1,59,0,2,1,23,0,0,31,36,86.1,0,0,0.0,10,10,100.0,4,5,80.0,13,16,81.2,4,5,80.0,53,2,47,50,94.0,140,0.0,91,5979,0,65.7,59,32,813,25.4,0,0,0,54,2528,2279,68,46.8,42.2,0,0,9,24,44.4,2,3.7,19,23,249,10.8,332,203,112,17,75,195,38.5,12,15,80.0,98,901,1003,6301,6.3,48,11,5,0,0,0,0.688,442,326,116
6,6,2017-2018-Regular,77,LA,Los Angeles,Rams,7,16,518,320,61.8,32.4,4043,3815,7.8,7.0,238.4,28,5.4,7,1.4,94,57,13,28,228,98.5,453,28.3,1948,4.3,121.8,17,57,97,21.4,11,1,7,321,4048,12.6,253.0,28,94,185,57,13,0,709,939,230,47,363,107,18,3,290,16.1,69,92,363,543,2,0,27,13,17,11,11,-13,22,2,38,1010,26.6,103,1,30,3,0,0,43,551,12.8,57,0,9,3,11,0,0,40,42,95.2,1,1,100.0,10,10,100.0,11,13,84.6,12,12,100.0,6,6,100.0,56,0,48,51,94.1,168,0.0,101,6536,0,64.7,78,23,520,22.6,0,0,0,49,2358,2206,67,48.1,45.0,0,0,8,22,44.9,4,8.2,12,25,152,6.1,312,185,98,29,88,214,41.1,5,12,41.7,100,877,994,5792,5.8,47,11,5,0,0,0,0.688,468,331,137
7,7,2017-2018-Regular,66,JAX,Jacksonville,Jaguars,8,16,527,316,60.0,32.9,3738,3564,7.1,6.5,222.8,21,4.0,13,2.5,75,45,7,24,174,84.6,526,32.9,2250,4.3,140.6,18,90,102,19.4,9,5,7,316,3740,11.8,233.8,21,75,195,45,7,0,705,903,198,55,312,125,21,2,215,10.2,67,78,370,348,2,0,20,8,17,10,12,-1,21,5,24,539,22.5,68,0,13,1,0,0,32,376,11.8,72,1,4,2,30,0,0,30,35,85.7,0,0,0.0,6,6,100.0,13,14,92.9,9,10,90.0,2,5,40.0,56,1,37,41,90.2,127,0.0,86,5290,0,61.5,48,38,803,21.1,0,0,0,73,3267,3028,65,44.8,41.5,1,0,9,26,35.6,9,12.3,25,27,239,8.8,336,195,102,39,85,229,37.1,10,13,76.9,105,899,1076,5941,5.5,44,10,6,0,0,1,0.625,411,268,143
